artist,song_title,lyrics,mood
Serdar Ortaç,Dansöz,"7 ContributorsDansöz Lyrics

Binlerce dansöz var
Binlerce dansöz var

İtiraf ediyorum sana itiraf
Başladı yaralı aşklara tadilat
Masumum, dışarıdan daha masumum
Maalesef, bunun için sana mecburum
Yüksek uçan kuşun, yüreği sarhoşun
Acı çeker gibi, kölesi olmuşum
Kavga edenlere, bana küsenlere
Yüreği çark edip geri dönenlere

""Affet"" diyen kim?
""Ez geç"" diyen kim?
Aşktan çeken kim
Benim kadar?

Ölene kadar aşık olamazsın
Birisi çıkar, onu anlayamazsın
Sen o tür oyunlara katlanamazsın
Senin bir kalbin var

Hadi diyelim biri çok deli sevdi
Senin için her şeyi, her şeyi verdi
Ya bir gün olur sana bel kıvırırsa?
Binlerce dansöz var

İtiraf ediyorum sana itiraf
Başladı yaralı aşklara tadilat
Masumum, dışarıdan daha masumum
Maalesef, bunun için sana mecburum
Yüksek uçan kuşun, yüreği sarhoşun
Acı çeker gibi, kölesi olmuşum
Kavga edenlere, bana küsenlere
Yüreği çark edip geri dönenlere

Affet diyen kim?
Ez geç diyen kim?
Aşktan çeken kim?
Benim kadar

Ölene kadar aşık olamazsın
Birisi çıkar, onu anlayamazsın
Sen o tür oyunlara katlanamazsın
Senin bir kalbin var

Hadi diyelim biri çok deli sevdi
Senin için her şeyi, her şeyi verdi
Ya bir gün olur sana bel kıvırırsa?
Binlerce dansöz var
Ölene kadar aşık olamazsın
Birisi çıkar, onu anlayamazsın
Sen o tür oyunlara katlanamazsın
Senin bir kalbin var
Hadi diyelim biri çok deli sevdi
Senin için her şeyi, her şeyi verdi
Ya bir gün olur sana bel kıvırırsa?
Binlerce dansöz var
Ölene kadar aşık olamazsın
Birisi çıkar, onu anlayamazsın
Sen o tür oyunlara katlanamazsın
Senin bir kalbin var
Hadi diyelim biri çok deli sevdi
Senin için her şeyi, her şeyi verdi
Ya bir gün olur sana bel kıvırırsa?
Binlerce dansöz var
Ölene kadar aşık olamazsın
Birisi çıkar, onu anlayamazsın
Sen o tür oyunlara katlanamazsın
Senin bir kalbin var

Hadi diyelim biri çok deli sevdi
Senin için her şeyi, her şeyi verdi
Ya bir gün olur sana bel kıvırırsa?
Binlerce dansöz var",mutlu
Simge,Ben Bazen,"3 ContributorsBen Bazen Lyrics
Üstüme üstüme geliyor hayat
Sabrımı sınıyor
Yaptığı şakalar artık bayat
Hep başa sarıyor
Bazen çok dayanılmaz olabiliyor
Sorduğu sorular
Kısmen bir şeyleri alıp götürüyor
Bozuluyor havalar

Ben bazen
Gitmek istiyorum uzaklara
Kaçmak istiyorum bu iklimden
Belki de kendimden

Üstüme üstüme geliyor hayat
Sabrımı sınıyor
Yaptığı şakalar artık bayat
Hep başa sarıyor
Bazen çok dayanılmaz olabiliyor
Sorduğu sorular
Kısmen bir şeyleri alıp götürüyor
Bozuluyor havalar

Ben bazen
Gitmek istiyorum uzaklara
Kaçmak istiyorum bu iklimden
Belki de kendimden",mutlu
İrem Derici,Zorun Ne Sevgilim,"1 ContributorZorun Ne Sevgilim LyricsNeslimiz tükeniyor, azalıyoruz
Peki neden hep böyle biz üzülüyoruz
Yüreğini ortaya koyan kalmadı
Aşk meleği bunu açıklamalı
Üstüne düşüyorum, kendini çekiyor
Umursamıyorum, olay çıkıyor
Aşkta bir taraf erken bıkıyor
Gariplik bizde mi, gidenlerde mi?
Senin benimle zorun ne sevgilim
Bu kalbi kırıp kırıp neden parçalıyorsun
Açık açık anlat, sorun ne sevgilim
Neden şimdi yeni bir savaş başlatıyorsun?",mutlu
Gülşen,Of Of,"3 ContributorsOf Of Lyricsİçlendiğim günler oldu
Bozulduğum şeyler oldu
Hiçbirini yansıtmadım
Konuşmaksa bir hayal oldu
Üzülmem mi, bozulmam mı
Kırılmam mı, dağılmam mı of
Kadersiz miyim neyim
Oyuncağın mıyım neyim
Of of kömür gibi yanıyorum
Of of ayıp mıdır seviyorum
Of of hislerimle oynuyorsun
Gır gır geçip duruyorsun
Neden böyle yapıyorsun of
Of of kömür gibi yanıyorum
Of of ben derdimi biliyorum
Of of düşlerime giriyorsun
Bir girdin mi çıkmıyorsun
Neden böyle yapıyorsun of
Ben sadece gölgen oldum
Dur dediğin yerde durdum
Beş para etmez dünyada
Güvendiğim bir sen oldun

Olan yine bana oldu
Sana bir gün daha doğdu of",mutlu
Mustafa Ceceli,Hüsran,"5 ContributorsHüsran Lyrics

Yine soluyor içimde bütün çiçekler
Başka bir baharda gülümserler
Yorgun kalbim, yorgun hayallerim
Direniyorlar bana, hâlâ yenilmedim

Hep bir ümit yüreğimde, hep aynı cesaret
İçimden bir ses der ""Sabret, sabret""
Onca düşün arasında, yıllar ardından
Geriye bana kalan

Yine hüsran, her daim feryat figan kalbim
Zehir olur, başka hayallere kalmaz ki mecalim
Hüsran, feryat figan kalbim
Yenilmedim, o zalim görmüyor ki, ya Rabb'im
Hüsran, feryat figan kalbim
Zehir olur, başka hayallere kalmaz ki mecalim
Hüsran, feryat figan kalbim
Yenilmedim, o zalim görmüyor ki, ya Rabb'im


Hep bir ümit yüreğimde, hep aynı cesaret
İçimden bir ses der ""Sabret, sabret""
Onca düşün arasında, yıllar ardından
Geriye bana kalan

Yine hüsran, her daim feryat figan kalbim
Zehir olur, başka hayallere kalmaz ki mecalim
Hüsran, feryat figan kalbim
Yenilmedim, o zalim görmüyor ki, ya Rabb'im
Hüsran, feryat figan kalbim
Zehir olur, başka hayallere kalmaz ki mecalim
Hüsran, feryat figan kalbim
Yenilmedim, o zalim görmüyor ki, ya Rabb'im


Yine hüsran, her daim feryat figan kalbim
Zehir olur, başka hayallere kalmaz ki mecalim
Hüsran, feryat figan kalbim
Yenilmedim, o zalim görmüyor ki, ya Rabb'im",mutlu
Buray,Sen Sevda Mısın,"5 ContributorsSen Sevda Mısın Lyrics
Umut yok bir ışık yok gözlerinde
Ben hala bekleyenim olsun
Ateş yok sıcaklık yok ellerinde
Ben yanarım aşkın sağolsun

Sen kapımı çal ansızın gir içeri
Her zaman başımın üstünde senin yerin
Dilim tutulur sözcükler uçarsa aklımdan
Benim güzel misafirim sen hep hoşgeldin

Sen sevda mısın yoksa yalan dolan
Püsküllü belamı bu derde salan
Var bir yaşanmamışlık sanki özünde
Benim içimde ukde kalan
Sen sevda mısın yoksa yalan dolan
Püsküllü belamı bu derde salan
Var bir yaşanmamışlık sanki özünde
Benim içimde ukde kalan

Sen kapımı çal ansızın gir içeri
Her zaman başımın üstünde senin yerin
Dilim tutulur sözcükler uçarsa aklımdan
Benim güzel misafirim sen hep hoşgeldin

Sen sevda mısın yoksa yalan dolan
Püsküllü belamı bu derde salan
Var bir yaşanmamışlık sanki özünde
Benim içimde ukde kalan
Sen sevda mısın yoksa yalan dolan
Püsküllü belamı bu derde salan
Var bir yaşanmamışlık sanki özünde
Benim içimde ukde kalan

Biriktirdiğim aşkları hiçe sayan",mutlu
Ziynet Sali,Herkes Evine,"1 ContributorHerkes Evine LyricsDön artık çok uzatmadan
Ne varsa kalbini kıran
Çekinme bu buluşmadan
Herkes evine
Zoruma gidiyor bu acı
Aşkının en güzel tarafı
Anladım farklısın
Sen gidince
Tadımı bozuyor bu acı
Özgür olmanın tasası
Kesmedi beni, ne boş
Sen gidince
Bu yüzden geç kalıp
Yeterince güzelince sana ben kalamadım
Dön artık çok uzatmadan
Ne varsa kalbini kıran
Çekinme bu buluşmadan
Herkes evine
Dön artık çok uzatmadan
Ne varsa kalbini kıran
Çekinme bu buluşmadan
Herkes evine
Zoruma gidiyor bu acı
Aşkının en güzel tarafı
Anladım farklısın
Sen gidince
Bu yüzden geç kalıp
Yeterince güzelince sana ben kalamadım
Dön artık çok uzatmadan
Ne varsa kalbini kıran
Çekinme bu buluşmadan
Herkes evine
Dön artık çok uzatmadan
Ne varsa kalbini kıran
Çekinme bu buluşmadan
Herkes evine
Çekinme bu buluşmadan
Herkes evine
Dön artık çok uzatmadan
Ne varsa kalbini kıran
Çekinme bu buluşmadan
Herkes evine
Dön artık çok uzatmadan
Ne varsa kalbini kıran
Çekinme bu buluşmadan
Herkes evine",mutlu
Oğuzhan Koç,Aşk Beni Yendi,"2 ContributorsAşk Beni Yendi Lyrics

Bakma hiç güzelim bana ben kaldıramam
Aşka mı düşelim kendimi kandıramam
Terliyor ellerim, boğazım düğümlendi
Aldı verdi aşk beni yendi

Neşesini kederini gördüm, bilemedim belki de kördüm daha önce
Seni gördüğümde anladım ben aşk nedir

Yanar mı yansın gönlüm
Kim bilir kaç kere söndürdüm
Bana güldüğünde buz dağım erir

Aldı verdi aşk beni yendi
Kaldı tadı kalbimde

Bakma hiç güzelim bana ben kaldıramam
Aşka mı düşelim kendimi kandıramam
Terliyor ellerim, boğazım düğümlendi
Aldı verdi, aşk beni yendi

Bakma hiç güzelim bana ben kaldıramam
Aşka mı düşelim kendimi kandıramam
Terliyor ellerim, boğazım düğümlendi
Aldı verdi, aşk beni yendi

Yanar mı yansın gönlüm
Kim bilir kaç kere söndürdüm
Bana güldüğünde buz dağım erir

Aldı verdi aşk beni yendi
Kaldı tadı kalbimde

Bakma hiç güzelim bana ben kaldıramam
Aşka mı düşelim kendimi kandıramam
Terliyor ellerim, boğazım düğümlendi
Aldı verdi, aşk beni yendi
Bakma hiç güzelim bana ben kaldıramam
Aşka mı düşelim kendimi kandıramam
Terliyor ellerim, boğazım düğümlendi
Aldı verdi, aşk beni yendi",mutlu
Tuğba Yurt,Masal,"4 ContributorsMasal LyricsBaşının altında yabancı omuz
Kaderin yastığına teslim ruhumuz
Güvendiğim ne varsa hep yıkık dökük
Dün çoktuk bugün az yarın yokmuşuz
İki kalbin cezası aynı değilken
Kırılanın rızası alınmamışken
Her halinden gibi zamansız erken
İzini bırakıyor masal biterken
Kirpikten damla düşmeden dön
Sevabı sana yazılsın
Ayrılık ölümden farklı değilken
Sen hala nasıl hayattasın",mutlu
Murat Boz,Maximum,"3 ContributorsMaximum LyricsKaç zamandır rüya görmez oldum
Çoktandır yalnız yatar oldum
Senden beri, gittiğin günden beri
Tablaları külle doldurur oldum
Kaç zamandır seni görmez oldum
Soruları kendim yanıtlar oldum
Dünden beri, gittiğin günden beri
Aynalara boş gözle bakar oldum
Sana aşkım minimum, minimum, minimum
Sana öfkem maximum, maximum, maximum
Sana aşkım minimum, minimum, minimum
Sana öfkem maximum, maximum, maximum
Kaç zamandır rüya görmez oldum
Çoktandır yalnız yatar oldum
Senden beri, gittiğin günden beri
Tablaları külle doldurur oldum
Kaç zamandır seni görmez oldum
Soruları kendim yanıtlar oldum
Dünden beri, gittiğin günden beri
Aynalara boş gözle bakar oldum
Sana aşkım minimum, minimum, minimum
Sana öfkem maximum, maximum, maximum
Sana aşkım minimum, minimum, minimum
Sana öfkem maximum, maximum, maximum

Sana aşkım minimum, minimum, minimum
Sana öfkem maximum, maximum, maximum
Sana aşkım minimum, minimum, minimum
Sana öfkem maximum, maximum, maximum",mutlu
Aydilge,Yangın Var,"2 ContributorsYangın Var LyricsYeter, yeter hüzün keder
Neden, bütün bu sevmeler yanar döner?
Geçer, zamanla aşk geçer
Seni teğet geçer, beni yakar geçer
Güldün geçtin böyle mi sevdin sen?
Yanıyorum!
Yangın var, yıkılıyor dünyam
Aşkından darmadumansam
Of aman, aşkına isyan!
Ah, geceleri yaksam
Yangın var, yıkılıyor dünyam
Aşkından darmadumansam
Of aman, aşkına isyan!
Ah sen de benimle yan
Solar zamanla aşk solar
Seni hemen yorar, beni sarpa sarar
Güldün geçtin, böyle mi sevdin sen?
Yanıyorum!
Yangın Var, yıkılıyor dünyam
Aşkından darmadumansam
Of aman, aşkına isyan!
Ah geceleri yaksam
Yangın Var yıkılıyor dünyam
Aşkından darmadumansam
Of aman aşkına isyan!
Ah sen de benimle yan

Geldin geçtin böyle mi sevdin sen?
Yanıyorum
Yangın Var, yıkılıyor dünyam
Aşkından darmadumansam
Of aman, aşkına isyan!
Ah geceleri yaksam
Yangın Var yıkılıyor dünyam
Aşkından darmadumansam
Of aman aşkına isyan!
Ah yıkılıyor dünyam
Yangın var!",mutlu
Gökhan Özen,Benden Sorulur,"1 ContributorBenden sorulur LyricsBeni birak kendi halime
Kendi yalnız dünyamda
Ben sensiz daha iyiyim
Bildiğin her anlamda
Seni artık sevesım yok
Hiç arkadaş kalasım yok
Selamını alasım yok, gördüğünde hatırla
Öyle unutulmaz, böyle unutulur
Bu gece istanbul sokakları benden sorulur",mutlu
Emre Altuğ,Kapış Kapış,"1 ContributorKapış Kapış Lyrics

Öyle bi' bakış at ki kalmasın taş taş üstüne
Sen aşkı öyle bi’ canıma kat ki taşsın yüreğimde
Ah, hadi çıkart içinde ki saklı cenneti
Zaten sevişiyorsun benimle vücut dilinle
Öyle bi' bakış at ki kalmasın taş taş üstüne
Sen aşkı öyle bi' canıma kat ki taşsın yüreğimde
Ah, hadi çıkart içinde ki saklı cenneti
Zaten sevişiyorsun benimle vücut dilinle, ay, ay, ay

Hakkını verelim mi aşkın?
Namusunu kurtaralım mı?
Yediden yetmişe nam salıp
Dillere slogan olalım mı?
Hakkını verelim mi aşkın?
Namusunu kurtaralım mı?
Yediden yetmişe nam salıp
Dillеre slogan olalım mı? Ay, ay, ay, ay

Aman ha, arayı bozmayalım biz
Sakın ha, sıradan olmayalım biz
Elimize geçеn bu fırsatı
Sevişe sevişe kullanalım biz
Aman ha, arayı bozmayalım biz
Sakın ha, sıradan olmayalım biz
Elimize geçen bu fırsatı
Sevişe sevişe kullanalım biz
Kullanalım biz, ay, ay, ay

Hakkını verelim mi aşkın?
Namusunu kurtaralım mı?
Yediden yetmişe nam salıp
Dillere slogan olalım mı?
Hakkını verelim mi aşkın?
Namusunu kurtaralım mı?
Yediden yetmişe nam salıp
Dillere slogan olalım mı?

A-ah, a-ah
A-ah, a-ah

Öyle bi’ bakış at ki kalmasın taş taş üstüne
Sen aşkı öyle bi' canıma kat ki taşsın yüreğimde
Ah, hadi çıkart içinde ki saklı cenneti
Zaten sevişiyorsun benimle vücut dilinle-e-e-e-e-e-e-e, ay, ay, ay

Hakkını verelim mi aşkın?
Namusunu kurtaralım mı?
Yediden yetmişe nam salıp
Dillere slogan olalım mı?
Hakkını verelim mi aşkın?
Namusunu kurtaralım mı?
Yediden yetmişe nam salıp
Dillere slogan olalım mı? A-ah-a-ah

Kapış kapış aşk, kapış kapış aşk her yerde, dillerde
""Al, kaçırma, al, al, kaçırma, al, al, kaçırma, al, al, al""
Dercesine, aşka ihanet edercesine, ay, ay, ay, ay

Aman ha, arayı bozmayalım biz
Sakın ha, sıradan olmayalım biz
Elimize geçen bu fırsatı
Sevişe sevişe kullanalım biz
Aman ha, arayı bozmayalım biz
Sakın ha, sıradan olmayalım biz
Elimize geçen bu fırsatı
Sevişe sevişe kullanalım biz
Kullanalım biz, ay, ay, ay

Hakkını verelim mi aşkın?
Namusunu kurtaralım mı?
Yediden yetmişe nam salıp
Dillere slogan olalım mı?
Hakkını verelim mi aşkın?
Namusunu kurtaralım mı?
Yediden yetmişe nam salıp
Dillere slogan olalım mı? Ay, ay, ay, ay

Kapış kapış aşk, kapış kapış aşk",mutlu
Berksan,Gel Gel,"1 ContributorGel gel LyricsSonbahardı, soğuk bir sabahtı
Gördüm seni, bana yakın gözlerini
Ne zamanı ne beni hiç anlamadın
Neydi bu sendeki hayatın rengi
İlk tanışmamız, ilk bakışmamız hala çıkmadı aklımdan
Şimdi ne oldu böylece bitti ama bendeki aşkın bitmedi
Susuyorum, çok yalnız kaldım işte
Duruyorum, nasıl geçer hayat böyle
Susuyorum, çok yalnız kaldım işte
Duruyorum, ölüme yakın uykulardayım
Gel, gel, gel
Gel çok özledim
Gel, gel, gel
Çok çaresizim
Gel, gel, gel
Böyle bitmesin
Gel, gel, gelllll
Gel, gel, gel
Gel çok özledim
Gel, gel, gel
Çok çaresizim
Gel, gel, gel
Böyle bitmesin
Gel, gel, gelllll
Tam üç aydır çok uzaksın sen bana
Yalvarmıştım, dualar ettim Tanrıya
Küçük ellerinle ellerim kavuşsun diye
Son bir şans ver bu aşkın hatrına
İlk tanışmamız, ilk bakışmamız hala çıkmadı aklımdan
Şimdi ne oldu böylece bitti ama bendeki aşkın bitmedi
Susuyorum, çok yalnız kaldım işte
Duruyorum, nasıl geçer hayat böyle
Susuyorum, çok yalnız kaldım işte
Duruyorum, ölüme yakın uykulardayım
Gel, gel, gel
Gel çok özledim
Gel, gel, gel
Çok çaresizim
Gel, gel, gel
Böyle bitmesin
Gel, gel, gelllll
Gel, gel, gel
Gel çok özledim
Gel, gel, gel
Çok çaresizim
Gel, gel, gel
Böyle bitmesin
Gel, gel, gelllll",mutlu
Zeynep Bastık,Her Mevsim Yazım,"4 ContributorsHer Mevsim Yazım Lyrics
Gözümde bir yerdesin oradan çok zor inişin
Adını koyalım mı artık bu gidişin?
Söyler misin nerdesin, oradan yok mu dönüşün?
Sonu yok mu söyle ne olur bunca kavga dövüşün

Bir başka oldum senle, bir başka ben
Kim derdi aşkla vurulur hercai beden
Dünyada var mıdır hiç yanmadan sönen?
Yanmadan sönen

Bundan sonra durmaz, hiç uymaz
Bana gözlerin lazım
Bundan sonra napsam, kışa bakmaz
Ben her mevsim yazım
Senden sonra kaçmaz, tadım asla
Bir tek sana nazım, oh-oh
Bir tek sana nazım
Bundan sonra durmaz, hiç uymaz
Bana gözlerin lazım
Bundan sonra napsam, kışa bakmaz
Ben her mevsim yazım
Senden sonra kaçmaz, tadım asla
Bir tek sana nazım, oh-oh
Bir tek sana nazım

Ben her mevsim yazım
Bir tek sana nazım

Bir başka oldum senle, bir başka ben
Kim derdi aşkla vurulur hercai beden
Dünyada var mıdır hiç yanmadan sönen?
Yanmadan sönen

Bundan sonra durmaz, hiç uymaz
Bana gözlerin lazım
Bundan sonra napsam, kışa bakmaz
Ben her mevsim yazım
Senden sonra kaçmaz, tadım asla
Bir tek sana nazım, oh-oh
Bir tek sana nazım
Bundan sonra durmaz, hiç uymaz
Bana gözlerin lazım
Bundan sonra napsam, kışa bakmaz
Ben her mevsim yazım
Senden sonra kaçmaz, tadım asla
Bir tek sana nazım, oh-oh
Bir tek sana nazım

Ben her mevsim yazım
Oh-oh
Ben her mevsim yazım",mutlu
Nev,Sen Gibi,"1 ContributorSen Gibi LyricsGece avutmuyor, gönlüm unutmuyor
Dokunduğum hiç bir ten senin gibi kokmuyor..
Suya yazı yazmak gibi seni sevmek
Yorgunum, üşüyorum
Yanındayım ama yalnız ne çare
Suskunum, huzursuzum
Gözlerinde uçurumlar korkupta yüzleşmeye
Bakışların kaçar gider gücüm yok yetişmeye
Düğüm düğüm oldu içim, ne olur bir şey söyle
Sen sustukça içimde isyanlar, çığlıklar
Gece avutmuyor, gönlüm unutmuyor
Dokunduğum hiç bir ten senin gibi kokmuyor
Avuçlarımda eriyen buz gibisin
Damla damla akıp giden umutlarım gibisin
Çaresi derdinden daha zor
Yüreğimiz yetmiyor söylesene nerdesin ?
Gece Avutmuyor, gönlüm unutmuyor
Dokunduğum hiç bir ten senin gibi kokmuyor
Koyamadım kimseyi yerine sen gibi
Sevemedim kimseyi içimdeki sen gibi...",mutlu
Sıla,Yara Bende,"1 ContributorYara Bende Lyrics
Kim bilir kim olduk
Bile bile, göre göre
Sustuklarımız, kaçtıklarımız ne?
Düşündürmeden durmayan
Uyku zaten uyutmayan
Dilde kelamsız, tende selamsız
Bu halimiz ne?
(x2)
Defalarca neşter vurulan
Sonra ""Geçti."" deyip sarılan
Ama hâlâ kanayan yara bende
(x2)
Kaç gecedir sırt sırta
Bizden başka her şey or'da
Sen mi, ben mi daha cesuruz ayrılmaya?
Kaç gecedir sırt sırta
Bizden başka her şey or'da
Sen mi, ben mi daha cesuruz ağlamaya?

Kim bilir kim olduk
Bile bile, göre göre
Sustuklarımız, kaçtıklarımız ne?

Düşündürmeden durmayan
Uyku zaten uyutmayan
Dilde kelamsız, tende selamsız
Bu halimiz ne?
(x2)
Defalarca neşter vurulan
Sonra ""Geçti."" deyip sarılan
Ama hâlâ kanayan yara bende
(x2)
Kaç gecedir sırt sırta
Bizden başka her şey or'da
Sen mi, ben mi daha cesuruz ayrılmaya?
Kaç gecedir sırt sırta
Bizden başka her şey or'da
Sen mi, ben mi daha cesuruz ağlamaya?",mutlu
Sertab Erener,Açık Adres,"5 ContributorsAçık Adres (SAYGI1) Lyrics

Sorma bu ara şu hâlimi
Bu acıların hepsi mi daimî?
Yazık oldu her iki tarafa da
Şimdi sence daha iyi mi?
Sorma bu ara şu hâlimi
Bu acıların hepsi mi daimî?
Yazık oldu her iki tarafa da
Şimdi sence daha iyi mi?

Bi' gün oldu, iki gün oldu, ay oldu, yıl oldu ümitlere
Unutmuyor gönlüm seni, seviyor her gün, her gece
Yoruldu, duruldu, kırıldı, vuruldu bi' kaç kere
Yazılıdır hepsi hikâyede

Yok mu bi' haber alan? Yok mu gören?
Bu mudur âdetin? Bu mudur tören?
Yaz ya da söyle, bulamadım böyle
Neresi açık adresin? Neresi yören?
Yok mu bi' haber alan? Yok mu gören?
Bu mudur âdetin? Bu mudur tören?
Yaz ya da söyle, bulamadım böyle
Neresi açık adresin? Nеresi yören?

Sorma bu ara şu hâlimi
Bu acıların hepsi mi daimî?
Yazık oldu hеr iki tarafa da
Şimdi sence daha iyi mi?

Bi' gün oldu, iki gün oldu, ay oldu, yıl oldu ümitlere
Yazılıdır hepsi hikâyede

Yok mu bi' haber alan? Yok mu gören?
Bu mudur âdetin? Bu mudur tören?
Yaz ya da söyle, bulamadım böyle
Neresi açık adresin? Neresi yören?
Yok mu bi' haber alan? Yok mu gören?
Bu mudur âdetin? Bu mudur tören?
Yaz ya da söyle, bulamadım böyle
Neresi açık adresin? Neresi yören?

Yoruldu, duruldu, kırıldı, vuruldu bi' kaç kere
Yazılıdır hepsi hikâyede

Yok mu bi' haber alan? Yok mu gören?
Bu mudur âdetin? Bu mudur tören?
Yaz ya da söyle, bulamadım böyle
Neresi açık adresin? Neresi yören?
Yok mu bi' haber alan? Yok mu gören?
Bu mudur âdetin? Bu mudur tören?
Yaz ya da söyle, bulamadım böyle
Neresi açık adresin? Neresi yören?

Neresi yören? Neresi yören?",mutlu
Levent Yüksel,Tuana,"3 ContributorsTuana Lyrics

Tuana, dallarına karlar yağıyor, Tuana
Ay, yüreğine ayaz vurur da sen üşürsün oralarda, ah
Uyan, artık uyan
Kara gülüm, zaman yok
Kara gülüm, mekân yok

Tut asırlık umutlarla, acılarla
Tut, bırakma peşini hayatın ateşini, gel
Ah, akıp, gider oyun, akıp, gider, devam eder hayat
Ah, uyan da gel, Tuana, yüreğim kan ağlıyor

Sana söz, yine baharlar gelecek, sana söz, ışık sönmeyecek
Ölüm yok ki, Tuana, uyan, şimdi yaşanacak
Sana söz, yine baharlar gelecek, sana söz, ışık sönmeyecek
Söz, söz, söz, söz
Söz, söz, söz

Tut asırlık umutlarla, acılarla
Tut, bırakma peşini hayatın ateşini, gel
Ah, akıp, gider oyun, akıp, gider, devam eder hayat
Ah, uyan da gel, Tuana, yüreğim kan ağlıyor

Sana söz, yine baharlar gelecek, sana söz, ışık sönmеyecek
Ölüm yok ki, Tuana, uyan, şimdi yaşanacak
Sana söz, yine baharlar gеlecek, sana söz, ışık sönmeyecek
Söz, söz, söz, söz
Söz, söz, söz, söz (Ah-ay-ay-ay-ah)

Söz, söz, söz, söz (Tuana, ah)
Söz, söz, söz, söz (Ay, ay, ay)
Söz, söz, söz, söz (Ay-ay-ay-ay, ay, ay-ay-ay-ay)
Söz (Ay)",mutlu
Model,Değmesin Ellerimiz,"13 ContributorsTranslationsEnglishDeğmesin Ellerimiz Lyrics

Ah, ne zormuş ""Bitsin"" demek hâlâ severken seni
Dudaklarını öpmemek bir yabancı gibi
Bilirsin, ayrılık konusunda iyi değiliz ikimiz de
Bir kıvılcım yeterdi her zaman koşup geri dönmemize

Değmesin ellerimiz, buluşmasın bu gözler
Yine erir gideriz, unutulur yeminler

Biz hiç beceremedik sevmeyi de terk etmeyi de
Aşk kokan dudakların karşısında direnmeyi de
Biz hiç beceremedik sevmeyi de terk etmeyi de
Aşk dolu mısraların karşısında direnmeyi de

Ah, ne zormuş ""Bitsin"" demek hâlâ severken seni
Dudaklarını öpmemek bir yabancı gibi
Bilirsin, ayrılık konusunda iyi değiliz ikimiz de
Bir kıvılcım yeterdi her zaman koşup geri dönmemize

Değmesin ellerimiz, buluşmasın bu gözler
Yine erir gideriz, unutulur yeminler

Biz hiç beceremedik sevmeyi de terk etmeyi de
Aşk kokan dudakların karşısında direnmeyi de
Biz hiç beceremedik sevmeyi de terk etmeyi de
Aşk dolu mısraların karşısında direnmeyi de

İşte bir kez daha durup karşında
Belki de son defa soruyorum sana
Bitti mi hikâyemiz, bu ne biçim son böyle?
Değmez miydi sevgimiz savaşıp direnmeye?

Değmesin ellerimiz, buluşmasın bu gözler
Yine erir gideriz, unutulur yeminler

Biz hiç beceremedik sevmeyi de terk etmeyi de
Aşk kokan dudakların karşısında direnmeyi de
Biz hiç beceremedik sevmeyi de terk etmeyi de
Aşk dolu mısraların karşısında direnmeyi de

Bitmesin hikâyemiz",mutlu
Gripin,Aşk Nereden Nereye,"8 ContributorsAşk Nerden Nereye Lyrics

Bu ilk defa değil ki
Kimselere inanmadım
Yalanlar söylemeye başladığım günden beri
Bu ilk defa
Cesaretimi topladım, gururumu ezdim geçtim
Bir zeybek gibi dimdik dikildim tam karşında
Son bir defa
Bugün fal bakmayı öğrendim elini tutabilmek için

Son bir defa
Boynuna sarılıp gitsem
Huzuru koklasam Ege'de
Aşk ner'den nereye?
Soldan sağa dört harf ölüm
Yazılmamış beş harf hayat
Aşk ner'den nereye?

Bu ilk defa değil ki
Kimselere inanmadığım
Yalanlar söylemeye başladığım günden beri
Bu ilk defa
Körfez'e döndüm yüzümü bir zeybek gibi dimdik
Yalnızlıklardan ördüğüm duvarları yıkmak için
Sonsuza kadar
Bugün fal bakmayı öğrendim elini tutabilmek için

Son bir defa
Boynuna sarılıp gitsem
Huzuru koklasam Ege'de
Aşk ner'den nereye?
Soldan sağa dört harf ölüm
Yazılmamış beş harf hayat
Aşk ner'den nereye?


Son bir defa
Boynuna sarılıp gitsem
Huzuru koklasam Ege'de
Aşk ner'den nereye?
Soldan sağa dört harf ölüm
Yazılmamış beş harf hayat
Aşk ner'den nereye?
Son bir defa
Boynuna sarılıp gitsem
Huzuru koklasam Ege'de
Aşk ner'den nereye?
Soldan sağa dört harf ölüm
Yazılmamış beş harf hayat
Aşk ner'den nereye?",mutlu
Athena,Kafama Göre,"4 ContributorsKafama Göre Lyrics

Kuralı yok, kuralı yok
Hayat senin gibi delisi yok
Yaşıyorum gelişine
Takılıyorum kafama göre, kafama göre
Kafama göre


Karışmasınlar, dokunmasınlar
Ben böyle keyfime bakıyorum
Bozuk düzen öylesine
Takılıyorum kafama göre, kafama göre
Kafama göre

Ooo-ooo, ooo-ooo
Ooo-ooo, ooo-ooo
Ooo-ooo, ooo-ooo
Ooo-ooo, ooo-ooo

Arada ayıp ederim
İstemeden kırarsam kalbini
Kusura bakma (Ey)
Arada ayıp ederim
Ansızın gidersem yanından
Kusura bakma

Kuralı yok, kuralı yok
Hayat senin gibi delisi yok
Yaşıyorum (Yaşıyorum) gelişine (Gelişine)
Takılıyorum kafama göre

Ooo-ooo takılıyorum kafama göre
Ooo-ooo yaşıyorum ben kafama göre
Kafama göre, kafama göre",mutlu
