artist,song_title,lyrics,mood
Ziynet Sali,Bana da Söyle,"Bana da Söyle Yılları bir güne nasıl sığdırdın? Bana da söyle, bana da söyle, ben de bileyim Hasretin acısını nasıl dindirdin? Bana da söyle, bana da söyle, ben de bileyim Yüreğin ince ince sızlamadı mı? Gözlerin gizli gizli ağlamadı mı? Bana da söyle, bana da söyle Bana da söyle, ben de bileyim Yüreğin ince ince sızlamadı mı? Gözlerin gizli gizli ağlamadı mı? Bana da söyle, bana da söyle Bana da söyle, ben de bileyim Sana yalvarmıştım Sana yakarmıştım ""Senden başka kimsem"" ""Kimsem yok"" demiştim Ben şimdi uzakta, hasret içindeyim Sen yoksun yanımda, hayalindeyim Yüreğin ince ince sızlamadı mı? Gözlerin gizli gizli ağlamadı mı? Bana da söyle, bana da söyle Bana da söyle, ben de bileyim Yüreğin ince ince sızlamadı mı? Gözlerin gizli gizli ağlamadı mı? Bana da söyle, bana da söyle Bana da söyle, ben de bileyim Yüreğin ince ince sızlamadı mı? Gözlerin gizli gizli ağlamadı mı? Bana da söyle, bana da söyle Bana da söyle, ben de bileyim Sana yalvarmıştım Sana yakarmıştım ""Senden başka kimsem"" ""Kimsem yok"" demiştim Ben şimdi uzakta, hasret içindeyim Sen yoksun yanımda, hayalindeyim Yüreğin ince ince sızlamadı mı? Gözlerin gizli gizli ağlamadı mı? Bana da söyle, bana da söyle Bana da söyle, ben de bileyim",mutlu
Mustafa Sandal,Araba,"Araba Gönül ister aradığını Hep mi bekler, hep mi bulamaz? Gönül ister tanıdığını Hiç mi bilmez, hiç mi soramaz? Beni alsa nafile nafile Yerime bir şey koyamaz Yalvarsam da ""Kal"" diye, ""Kal"" diye O yerinde hiç duramaz E, onun arabası var, güzel mi güzel Şoförü de var, özel mi özel Bastı mı gaza, gider mi gider Maalesef ruhu yok Onun için hiçbir şansı yok [Gönül ister aradığını Hep mi bekler, hep mi bulamaz? Gönül ister tanıdığını Hiç mi bilmez, hiç mi soramaz?](30491890) [Beni alsa nafile nafile Yerime bir şey koyamaz Yalvarsam da ""Kal"" diye, ""Kal"" diye O yerinde hiç duramaz](30491989) E, onun arabası var güzel mi güzel Şoförü de var özel mi özel Bastı mı gaza gider mi gider Maalesef ruhu yok Onun için hiçbir şansı yok Onun arabası var güzel mi güzel Şoförü de var özel mi özel Bastı mı gaza gider mi gider Maalesef ruhu yok Onun için hiçbir şansı yok Güzel mi güzel Özel mi özel Gider mi gider Onun hiçbir şansı yok Onun arabası var güzel mi güzel Şoförü de var özel mi özel Bastı mı gaza gider mi gider Maalesef ruhu yok Onun için hiçbir şansı yok E, onun arabası var Bastı mı gaza Şoförü de var Maalesef ruhu yok Onun için hiçbir şansı yok",mutlu
Simge,Aşkın Olayım,"Aşkın Olayım İnsan yalnız doğar da Yalnız ölmezmiş n'aber? Bizden uzak olsun keder Sormana hiç gerek yok Yanmışım, tarifi zor Söylerim günde bin kere Yüzün gülünce güneş doğar ya Gözlerimi kısarım, güller açar bir anda İşte seninle bir ömür böyle Güller, güneşler dolu ellerimizde Söylenmedi hiç sana layık düşler benden önce Tutsak yüreğim, biliyorsun sende ince ince Yangın yeri hep buralar sayende, yok şikâyet Gel bi' sarayım, aşkın olayım İnsan yalnız doğar da Yalnız ölmezmiş n'aber? Bizden uzak olsun keder Sormana hiç gerek yok Yanmışım, tarifi zor Söylerim günde bin kere Yüzün gülünce güneş doğar ya Gözlerimi kısarım, güller açar bir anda İşte seninle bir ömür böyle Güller, güneşler dolu ellerimizde Söylenmedi hiç sana layık düşler benden önce Tutsak yüreğim, biliyorsun sende ince ince Yangın yeri hep buralar sayende, yok şikâyet Gel bir sarayım, aşkın olayım Söylenmedi hiç sana layık düşler benden önce Tutsak yüreğim, biliyorsun sende ince ince Yangın yeri hep buralar sayende, yok şikâyet Gel bir sarayım, aşkın olayım",mutlu
Edis,Martılar,"TranslationsEnglishMartılar Dinlettin boynu bükük şarkılar Ses etmem, susarım anıların hat'rına Sen yoksan ölümden ne farkı var? Gel etme, dön artık üzülecek martılar Dinlettin boynu bükük şarkılar Ses etmem, susarım anıların hat'rına Sen yoksan ölümden ne farkı var? Gel etme, dön artık üzülecek martılar Kitabına uydur sen yine bana gel Ben kölen olurum, sen gitarıma tel (Ey) İlaç ol yaralarıma her acı geçer Beyaz ol karalarıma bu nasıl keder? Niyetin çat çat çatlatmaksa İnadına pat pat sallar kalça Bi' de peşimde gezinеn alçaklar var Delirice'm sensiz akşamlarda Böylе sevmeden anlamazlar Görünce durmuyor kan damarda Gelse kaderimi yazsa baştan Biraz daha öpsem şu bal yanaktan Böyle sevmeden anlamazlar Görünce durmuyor kan damarda Gelse kaderimi yazsa baştan Biraz daha öpsem şu bal yanaktan Dinlettin boynu bükük şarkılar Ses etmem, susarım anıların hat'rına Sen yoksan ölümden ne farkı var? Gel etme, dön artık üzülecek martılar Anlatsam ağlar şu duvarlar Kumar gibi aşkı, şansım yok Ne zaman uyansam, konuşsam, düşünsem Yine sen oh, oh, oh Anlatsam ağlar şu duvarlar Kumar gibi aşk, hiç şansım yok Ne zaman uyansam, konuşsam, düşünsem Yine sen oh, oh, oh Böyle sevmeden anlamazlar Görünce durmuyor kan damarda Gelse kaderimi yazsa baştan Biraz daha öpsem şu bal yanaktan Böyle sevmeden anlamazlar Görünce durmuyor kan damarda Gelse kaderimi yazsa baştan Biraz daha öpsem şu bal yanaktan Dinlettin boynu bükük şarkılar Ses etmem, susarım anıların hat'rına Sen yoksan ölümden ne farkı var? Gel etme, dön artık üzülecek martılar (Brr) Dinlettin boynu bükük şarkılar Ses etmem, susarım anıların hat'rına Sen yoksan ölümden ne farkı var? Gel etme, dön artık üzüle' ma-ma-martılar",mutlu
Mabel Matiz,A Canım,"A Canım Sana öyle dargınım ki, oh Hisler içimde karışıyor Kendimi bile beğenmiyorum, oh Şeytanım şuurumla savaşıyor Hissediyorsan sen de bi' dökül o zaman Evimden, yurdumdan mı kovucan? Akmıyorsa benden bu kadar o zaman Elinle koysan da bulunmam A canım ben de beşerim bak Sazımın telleri toprak Beni baştan bir çıkarırsan Nasıl yandık haberin yok? Seviyormusun, sevmiyorsun Sevdalık bunun neresinde? Kantar hep kendinden mi yana? Har vurup harman savurduğun halde Hissediyorsan sen de bi' dökül o zaman Evimden, yurdumdan mı kovucan? Akmıyorsa benden bu kadar o zaman Elinle koysan da bulunmam A canım ben de beşerim bak Sazımın telleri toprak Beni baştan bir çıkarırsan Nasıl yandık haberin yok? Geldim üryan, yangın her yan Kırıldı aynam, görecek mi? Aşk ile terli bu hayvan Desturla öğrenecek mi? Geldim üryan, yangın her yan Kırıldı aynam, görecek mi? Aşk ile terli bu hayvan Desturla öğrenecek mi?",mutlu
MFO,Sakın Gelme,"Sakın Gelme Sakın gelme, sözlerim kayıp Ayıp ediyorum kendime Bir sızı var içimde Ölesim tuttu Yaşıyorum gürül gürül kaç gündür Uyku tutmuyor, sakın gelme Sakın gelme, hazır değilim Deliyim kaç gündür Lodosum tuttu Poyrazım soğuk Sakın gelme, dönesim yok Çok uzaktayım, çok Bir şarkı var aklımda Söylemesi ayıp Sözleri kayıp Kaç zamandır dilimde Sakın söyleme Sakın gelme, sözlerim kayıp Ayıp ediyorum kendime Bir sızı var içimde Ölesim tuttu Yaşıyorum gürül gürül kaç gündür Uyku tutmuyor, sakın gelme Sakın gelme, hazır değilim Deliyim kaç gündür Lodosum tuttu Poyrazım soğuk Sakın gelme, dönesim yok Çok uzaktayım, çok Bir şarkı var aklımda Söylemesi ayıp Sözleri kayıp Kaç zamandır dilimde Sakın söyleme Sözleri kayıp Kaç zamandır dilimde Sakın söyleme Sakın gelme, hazır değilim Deliyim kaç gündür Lodosum tuttu Poyrazım soğuk Sakın gelme, dönesim yok Çok uzaktayım, çok Bir şarkı var aklımda Söylemesi ayıp Sözleri kayıp Kaç zamandır dilimde Sakın söyleme",mutlu
Levent Yüksel,Med Cezir,"Medcezir Dökülür yedi verenler teninden Rengarenk açarsın mevsimli mevsimsiz Bir tanem değişir kokun Isınır kanın beni yakarsın Vazgeçilir gibi değil bu med cezirler Fırtınam, felaketim, hasretim Yetmiyor, sevişmeler yetmiyor Şiddetin ne hoş, ne güzel şefkatin Sevdikçe sevesim geliyor Ölene kadar peşindeyim bırakmam Tutuşur geceler yanar, geceler söner Bedenim altüst, sarhoş başım döner Karışır terime karışır terinin tuzu bir tanem Vazgeçilir gibi değil, bu med cezirler Fırtınam, felaketim, hasretim Yetmiyor, sevişmeler yetmiyor Şiddetin ne hoş, ne güzel şefkatin Sevdikçe sevesim geliyor Ölene kadar peşindeyim bırakmam",mutlu
Ayna,Ceylan,1 ContributorCeylan Ne yalnızlık ne hüzün ne o eski şarkılar Hiç biri dokunmuyor senin yokluğun kadar Gece yağmur ve soğuk şehrin caddelerinde Gözlerimde hayalin hasretin yüreğimde Gurbette yorgun düştümde ceylan Hasret tüketti bittim be ceylan Gurbette yorgun düştümde ceylan Hasret tüketti bittim be ceylan Yeniden düştüm yollarına Vardım geldim ellerine Yitik buruk bir çocuğum ben Koyma beni hasretine Yeniden düştüm yollarına Vardım geldim ellerine Yitik buruk bir çocuğum ben Koyma beni hasretine Gurbette yorgun düştümde ceylan Hasret tüketti bittim be ceylan Gurbette yorgun düştümde ceylan Hasret tüketti bittim be ceylan Ne yalnızlık ne hüzün ne o eski şarkılar Hiç biri dokunmuyor senin yokluğun kadar Gece yağmur ve soğuk şehrin caddelerinde Gözlerimde hayalin hasretin yüreğimde Gurbette yorgun düştümde ceylan Hasret tüketti bittim be ceylan Gurbette yorgun düştümde ceylan Hasret tüketti bittim be ceylan Yeniden düştüm yollarına Vardım geldim ellerine Yitik buruk bir çocuğum ben Koyma beni hasretine Yeniden düştüm yollarına Vardım geldim ellerine Yitik buruk bir çocuğum ben Koyma beni hasretine Gurbette yorgun düştümde ceylan Hasret tüketti bittim be ceylan Gurbette yorgun düştümde ceylan Hasret tüketti bittim be ceylan Gurbette yorgun düştümde ceylan Hasret tüketti bittim be ceylan Gurbette yorgun düştümde ceylan Hasret tüketti bittim be ceylan Gurbette yorgun düştümde ceylan Hasret tüketti bittim be ceylan Gurbette yorgun düştümde ceylan Hasret tüketti bittim be ceylan Gurbette yorgun düştümde ceylan Hasret tüketti bittim be ceylan Gurbette yorgun düştümde ceylan Hasret tüketti bittim be ceylan,mutlu
Gökhan Türkmen,Biraz Ayrılık,"Biraz Ayrılık Sana güneş hep arkandan vurmuş Gölgen hep önde, geceler zaten kara Yüzünü görmek güneşe bakmak gibi zaten Ne zaman istesem sen yakıyorsun Elin hep dudağında durmuş Sessiz bir ifade, geceler hep suskun Aynaya bakmak gibi sen'le konuşmak Ne zaman dinlesem, sen susuyorsun Ne zaman dinlesem, sen susuyorsun Yastığımda kalmış yüzün Biraz ayrılık, biraz hüzün Say, ne kadar zaman oldu? Dokun, ellerin mi kör oldu? Bak, bulamadım başka bir ten Gözlerin yakar mı yeniden? Herkesi unuturdu da yüreğim Seni saklar, bir tanem Yastığımda kalmış yüzün Biraz ayrılık, biraz hüzün Say, ne kadar zaman oldu? Dokun, ellerin mi kör oldu? Bak, bulamadım başka bir ten Gözlerin yakar mı yeniden? Herkesi unuturdu da yüreğim Seni saklar, bir tanem Sana güneş hep arkandan vurmuş Gölgen hep önde, geceler zaten kara Yüzünü görmek güneşe bakmak gibi zaten Ne zaman istesem sen yakıyorsun Elin hep dudağında durmuş Sessiz bir ifade, geceler hep suskun Aynaya bakmak gibi sen'le konuşmak Ne zaman dinlesem, sen susuyorsun Ne zaman dinlesem, sen susuyorsun Yastığımda kalmış yüzün Biraz ayrılık, biraz hüzün Say, ne kadar zaman oldu? Dokun, ellerin mi kör oldu? Bak, bulamadım başka bir ten Gözlerin yakar mı yeniden? Herkesi unuturdu da yüreğim Seni saklar, bir tanem Yastığımda kalmış yüzün Biraz ayrılık, biraz hüzün Say, ne kadar zaman oldu? Dokun, ellerin mi kör oldu? Bak, bulamadım başka bir ten Gözlerin yakar mı yeniden? Herkesi unuturdu da yüreğim Seni saklar, bir tanem Yastığımda kalmış yüzün Biraz ayrılık, biraz hüzün Say, ne kadar zaman oldu? Dokun, ellerin mi kör oldu? Bak, bulamadım başka bir ten Gözlerin yakar mı yeniden? Herkesi unuturdu da yüreğim Seni saklar, bir tanem",mutlu
Tuğba Yurt,Yine Sev Yine,"Yine Sev Yine LyricsBir düş, bir öpüş Ama sonu hep bir çöküş Korktum ama tuttum Yoksa uçurum mu düşüş Senden geçmedim ben İstemedin verdiklerimi Sana çıkan umutların Sonu daha gelmedi mi Yine sev yine, yine öp beni Belki çok zor geriye dönmesi En iyisi bizdik, kabul etmeli Yine yine, yine sev yine, yine öp beni Belki çok zor geriye dönmesi En iyisi bizdik kabul etmeli",mutlu
