artist,song_title,lyrics,mood
Sezen Aksu,Alâturka,"3 ContributorsAlâturka Lyrics
Gece inerken söner perde perde gurubun rengi
Derken başlar semada saltanat
Ben ağlarım gülerken

Mehtap uyanmış
Seyr-ü sefada yıldızlar
Siyaha yanmış
Bende fasıl fasıl dert
Ah, o ne zalim bir yarmış
(x2)
Çalsın sazlar, çalsın bu gece
Alâturka başlasın
Vur usta tamburun tellerine
Hanendeler çağlasın

Penceremden geçer sandallarla sevdalılar hercai
Çınlar gökkubbede aşkın şahane saz semai

Mehtap uyanmış
Seyr-ü sefada yıldızlar
Siyaha yanmış
Bende fasıl fasıl dert
Ah, o ne zalim bir yarmış

(x2)
Çalsın sazlar, çalsın bu gece
Alâturka başlasın
Vur usta tamburun tellerine
Hanendeler çağlasın

Kader böyleymiş",
Sezen Aksu,Aldatıldık,"4 ContributorsAldatıldık LyricsBize neler neler öğrettiler
Sevdalar üstüne
Aldatıldık aldatıldık
Sevda böyle değil
Ne masallar ninniler söylediler
Dünya üstüne
Aldatıldık aldatıldık
Dünya böyle değil
Ufalana ufalana kaç kuşak
Eridik bu yollarda
Kimimiz yerle yeksan
Kimimiz zor ayakta
Ufalana ufalana kaç kuşak
Eridik bu yollarda
Kimimiz yerle yeksan
Kimimiz zor ayakta
Kolu kanadı kırık kuşlar gibiyiz
Ayrı diyarlarda
Bize saadet nasip şimdi
Uçuk rüyalarda
Kolu kanadı kırık kuşlar gibiyiz
Ayrı diyarlarda
Bize saadet nasip şimdi
Uçuk rüyalarda

Bize neler neler öğrettiler
Sevdalar üstüne
Aldatıldık aldatıldık
Sevda böyle değil
Ne masallar ninniler söylediler
Dünya üstüne
Aldatıldık aldatıldık
Dünya böyle değil
Ufalana ufalana kaç kuşak
Eridik bu yollarda
Kimimiz yerle yeksan
Kimimiz zor ayakta
Ufalana ufalana kaç kuşak
Eridik bu yollarda
Kimimiz yerle yeksan
Kimimiz zor ayakta
Kolu kanadı kırık kuşlar gibiyiz
Ayrı diyarlarda
Bize saadet nasip şimdi
Uçuk rüyalarda
Kolu kanadı kırık kuşlar gibiyiz
Ayrı diyarlarda
Bize saadet nasip şimdi
Uçuk rüyalarda",
Sezen Aksu,Alev Alev,"3 ContributorsTranslationsEnglishAlev Alev Lyrics

Ellerin ne kadar sıcak
Tıpkı ateş gibi
Bakışların ne kadar yumuşak
Tıpkı doğan güneş gibi

Alev alev yanıyor
Sevginle kalbimin her köşesi
Yüreğim çırpınan bir kuş sanki
Sanki bir aşk bestesi
Fısıldıyor kulağıma

Gözlerin ne kadar güzel
Bak gözlerimin içine
O en, en tatlı sesinle
Bana güzel bir şey söyle

Alev alev yanıyor
Sevginle kalbimin her köşesi
Yüreğim çırpınan bir kuş sanki
Sanki bir aşk bestesi
Fısıldıyor kulağıma

Öyle, öyle mutluyum ki
Ah, delicesine
Bir çölde yapayalnız kaybolmuş
Koşuyorum sesine

Alev alev yanıyor
Sevginle kalbimin her köşesi
Yüreğim çırpınan bir kuş sanki
Sanki bir aşk bestesi
Alev alev yanıyor
Sevginle kalbimin her köşesi
Yüreğim çırpınan bir kuş sanki
Sanki bir aşk bestesi

Alev alev yanıyor
Sevginle kalbimin her köşesi
Yüreğim çırpınan bir kuş sanki
Sanki bir aşk bestesi
Alev alev yanıyor
Sevginle kalbimin her köşesi
Yüreğim çırpınan bir kuş sanki",
Sezen Aksu,Ali,"3 ContributorsTranslationsDeutschAli Lyrics

Namluna dayanır, yola dalarsın
Duruşun, bakışın yaman be, Ali
Namluna dayanır, yola dalarsın
Duruşun, bakışın yaman be, Ali
Boşuna tetiği ne kurcalarsın?
Var daha ateşe zaman be, Ali

Yıllanmış bir çınar pusuluk yerin
Ner'deyse gelecek beklediklerin
Yıllanmış bir çınar pusuluk yerin
Ner'deyse gelecek beklediklerin
Var iki atlı canı kederin
Desene ""Işleri duman"" be, Ali

Onu sen büyüt de söğüt boyunca
Kendini ellere versin o gonca
Onu sen büyüt de söğüt boyunca
Kendini ellere versin o gonca
Sözüme kanmadın, vurdu uyunca
Köylündü gözünü yuman be, Ali

Geldiler beklenen çiftler ormana
Duruyor iki genç ne hoş yan yana
Geldiler beklenen çiftler ormana
Duruyor iki genç ne hoş yan yana
Bir kurşun kadına, bir de çobana
İnlesin orman be yıllarca, Ali

Görünce uzanmış yâr kucağına
Boynunu dolamış zülfü bağına
Görünce uzanmış yâr kucağına
Boynunu dolamış zülfü bağına
Kurşunu kahpeye atacağına
Kendine çevirdin, aman be, Ali

Kurşunu kahpeye atacağına
Kendine çevirdin, aman be, Ali
Kurşunu kahpeye atacağına
Kendine çevirdin, aman be, Ali
Kurşunu kahpeye atacağına
Kendine çevirdin, aman be, Ali
Kurşunu kahpeye atacağına
Kendine çevirdin, aman be, Ali, Ali",
Sezen Aksu,Allahaısmarladık,"4 ContributorsTranslationsEnglishAllahaısmarladık Lyrics

Yıllar yılı seviştik de neden mutlu olmadık?
Yıllar yılı seviştik de neden mutlu olmadık?

Aşkımıza aşk değil, yıllarca yalan kattık
Sana son bir sözüm var, o da ""Allaha ısmarladık""
Aşkımıza aşk değil, yıllarca yalan kattık
Sana son bir sözüm var, o da ""Allaha ısmarladık""

Bir dünya ki temelinin her taşında yalan var
Dışı parlak, içi bomboş, yeminler neye yarar?

Daldığımız rüyadan yıllardır uyanmadık
Değil iki sevgili, dost bile olamadık
Daldığımız rüyadan yıllardır uyanmadık
Değil iki sevgili, dost bile olamadık

Düğümlendi kalbimde, gömüldü ilk hıçkırık
Düğümlendi kalbimde, gömüldü ilk hıçkırık

Aşkımıza aşk değil, yıllarca yalan kattık
Sana son bir sözüm var, o da ""Allaha ısmarladık""
Aşkımıza aşk değil, yıllarca yalan kattık
Sana son bir sözüm var, o da ""Allaha ısmarladık""

Lala-lay-la, lay-lay-la, lala-lay, lala-lay-lay-lala-la
Lala-lay, lala-lay-lay-la, lala-lay, lalay-lay-la

Aşkımıza aşk değil, yıllarca yalan kattık
Sana son bir sözüm var, o da ""Allaha ısmarladık""

Lala-lay, lala-lilay-lala-la-ah, lala-li, lala-lila-lala-la
Lala-li, lala-lila-lala-la-ah, lala-li, la-lay-lay-la-ah
Lala-li, lala-lila-lala-la, lala-li, lala-lila-lala-la-ah
Lala-li, lala-lila-lala-la-ah, lala-li, la-lay-lay-la
Mmh-mmh, mmh-mmh
Mmh-mmh, mmh-mmh",
Sezen Aksu,Allahaşkına,"1 ContributorAllahaşkına Lyrics

Sen istedin diye değil, seni sevdiğim için
Sen aldattın diye değil, ben inandığım için
Karşılık beklemeden, sitem mitem etmeden
Razı olup herşeye, kapris mapris demeden
Sabah, akşam, gece, gündüz hiç şikayet etmeden
Kulun oldum, kölen oldum hiç başına kakmadan

Of, yeter artık, bıktım senden, çek, git Allah aşkına
Palavraya doydum artık, atma Allah aşkına
Of, yeter artık, bıktım senden, çek, git Allah aşkına
Palavraya doydum artık, atma Allahaşkına

Gözlеrim görmezdi asla senden başka birini
Düşüncеmde bile yaşadığım senin sevgindi
Dır dır, vır vır etmeden, herşeye rağmen küsmeden
Çapkınlıklarına bile sesimi çıkarmadan
Aylar, yıllar, günler geçti rengim, ruhsarım soldu
Değer miydi senin için? Ah, gençliğim mahvoldu

Of, yeter artık, bıktım senden, çek, git Allah aşkına
Palavraya doydum artık, atma Allah aşkına
Of, yeter artık, bıktım senden, çek, git Allah aşkına
Palavraya doydum artık, atma Allahaşkına

Sen istedin diye değil, seni sevdiğim için
Sen aldattın diye değil, ben inandığım için
Karşılık beklemeden, sitem mitem etmeden
Razı olup herşeye, kapris mapris demeden
Sabah, akşam, gece, gündüz hiç şikayet etmeden
Kulun oldum, kölen oldum hiç başına kakmadan

Of, yeter artık, bıktım senden, çek, git Allah aşkına
Palavraya doydum artık, atma Allah aşkına
Of, yeter artık, bıktım senden, çek, git Allah aşkına
Palavraya doydum artık, atma Allahaşkına
Of, yeter artık, bıktım senden, çek, git Allah aşkına
Palavraya doydum artık, atma Allah aşkına
Of, yeter artık, bıktım senden, çek, git Allah aşkına
Palavraya doydum artık, atma Allahaşkına

Lay-la-laylay, lay-la-laylay, lay-la-rara-rara-ra
Lay-la-laylay, lay-la-laylay, lay-la-rara-laylay-la
Lay-la-laylay, lay-la-laylay, lay-la-rara-laylay-la
Lay-la-laylay, lay-la-laylay, lay-la-rara-laylay-la",
Sezen Aksu,Allah’ın Varsa,"3 ContributorsAllah’ın Varsa Lyrics
Yaz bitti yine mevsim sonbahar
Kim bekler, kim çeker bu kadar?
Sofrandaki kırıntılar kadar
Bile mi olamadım
Allah'ın varsa
Bu akşam adres defterinde
S harfinin olduğu yerde
Bulup ya çiz ya yak adımı
Ya da sessizlik koy yerine
Allah’ın varsa
Vicdansız

Rüyama, şarkıma, şiirime girdin
Sanki kendi bahçelerin misali, arsız
Be vefasız
Sana martılar getirdim
Kanatlarım var beyaz
Ama acımıyor yüreğim

Elde sazlar, sarı yazlar, oğlanlar, kızlar
Yudumlanır salkım gölgelerinde
Nağmeler, nazlar
Şahit yıldızlar
""Doğur"" dedin bana
""Kurabiye gibi çocuklar.""

Gittiğin o gece ardından
İki kadın uyanıp ağlayacak
Biri annen diğeri ben
Benim biraz ahım kalacak
Allah’ın varsa
Vicdansız

Rüyama, şarkıma, şiirime girdin
Sanki kendi bahçelerin misali, arsız
Be vefasız
Sana martılar getirdim
Kanatlarım var beyaz
Ama acımıyor yüreğim

Elde sazlar, sarı yazlar, oğlanlar, kızlar
Yudumlanır salkım gölgelerinde
Nağmeler, nazlar
Şahit yıldızlar
Oğlanlar, kızlar
Yudumlanır salkım gölgelerinde
Nağmeler, nazlar
Şahit yıldızlar
Oğlanlar, kızlar
Yudumlanır salkım gölgelerinde
Nağmeler, nazlar
Şahit yıldızlar",
Sezen Aksu,Anadilim Aşk,"3 ContributorsAnadilim Aşk Lyrics

O bir yalnız, o bir kendine has
Önlenemez durdurulamaz
O hepimizin efendisi
Elinden kalbi olanlar kurtulamaz

O bir özgür, o bir kahraman
Dün, bugün, yarın, her zaman
O bir kural yıkıcı, yasak delici
Onun adı ""aşk"", gerisi yalan

Yan sevmediğine yan
Yazık onca zaman, isyan isyan
Yan sevmediğine yan
Yazık onca zaman, isyan isyan

Oyalama kendini sen bittin
Teslim bayrağını çektin
Ey kalbim aşkına sağlık
Anadilimi bana sen öğrettin

Oyalama kendini sen bittin
Teslim bayrağını çektin
Ey kalbim aşkına sağlık
Anadilimi bana sen öğrettin

Onun adı ""aşk"", gerisi yalan

Çabalama boşuna hiç mümkünü yok
Sen onu ıslah edemezsin
O bir bohem, o bir isyankar
Onu ehlileştiremezsin
Provası yok, antresi ani
Yazıp bozup temize çekemezsin
O bir kaçık, o bir utanmaz
Asla kontrol edemezsin

Yan sevmediğine yan
Yazık onca zaman, isyan isyan
Yan sevmediğine yan
Yazık onca zaman, isyan isyan",
Sezen Aksu,Anlasana,"2 ContributorsAnlasana LyricsÇok tatsız, sıkıcı
Bir günün sonuydu
Müzmin bir kentli kadın
Bunalımıydı
Her şey aynı
Sanki fotokopi
Derken kalbim
Pera'da vuruldu
Ben o an aktım sana
Tadını tuzunu tattım
Tekinsiz caddelerde
Geceyi gündüze kattım
Art arda ışıklandı parklar
Meydanlar aydınlandı
Ağzına dolanayım sevda
Yeniden ayaklandı
Yanıyorum anlasana
Ölüyorum anlasana
Beni bu yasaktan, uzaktan
Çekip alsana
Yanıyorum anlasana
Ölüyorum anlasana
Beni bu yasaktan, uzaktan
Çekip alsana

Sen öyle süssüz
Çabasız ve adsız
Kendinleyken
Saplandın ruhuma
Dedim vurgun bu
İlk görüşte aşk
Bütün kalbimle
Minnettarım şansıma
Ben o an aktım sana
Tadını tuzunu tattım
Tekinsiz caddelerde
Geceyi gündüze kattım
Art arda ışıklandı parklar
Meydanlar aydınlandı
Ağzına dolanayım sevda
Yeniden ayaklandı
Yanıyorum anlasana
Ölüyorum anlasana
Beni bu yasaktan, uzaktan
Çekip alsana
Yanıyorum anlasana
Ölüyorum anlasana
Beni bu yasaktan, uzaktan
Çekip alsana",
Sezen Aksu,“Arkadaş” Şarkısını Duyunca,"2 Contributors“Arkadaş” Şarkısını Duyunca Lyrics
Çok zamandan beri eski dostlar
Birbirini aramaz oldu
Aramıza hayat girdi
Yıllar bize yaramaz oldu

Ağlarım, ağlarım geceler boyunca
Anılar dalga dalga sahilime vurunca
Bir selâm gelince, selâ verilince
Ağlarım ""Arkadaş"" şarkısını duyunca

Bir yanağı okşayan kader
Diğerine bin tokat vurdu
Bildiğim kadar değilmiş meğer
Dünya bize hep oyun kurdu
(x2)
Ağlarım, ağlarım geceler boyunca
Anılar dalga dalga sahilime vurunca
Bir selâm gelince, selâ verilince
Ağlarım ""Arkadaş"" şarkısını duyunca",
Sezen Aksu,Arka Sokaklar,"2 ContributorsArka Sokaklar Lyrics
Doğrusu ben seni pek fazla tanımıyorum
İçgüdüsel olarak kendimi savunuyorum
Dolayısıyla bilemiyorum
Dolayısıyla bilemiyorum
(x2)
Arka sokaklarda neler oluyor?

Sen beni istersen çok rahat kandırabilirsin
Kendini şahane bir şey sandırabilirsin
Dolayısıyla bilemiyorum
Dolayısıyla bilemiyorum
(x2)
Arka sokaklarda neler oluyor?

Zorlama güzelim zorlama
Kendiliğinden olmalı
Davul dediğin davulcusuyla müsemma
Horlama, eziğiyiz doğustan
Sende erkeklik sır, bende kadınlık muamma
Dolayısıyla bilemiyorum
Dolayısıyla bilemiyorum

(x4)
Arka sokaklarda neler oluyor?
(x4)
Dolayısıyla bilemiyorum
(x6)
Arka sokaklarda neler oluyor?",
